[Fri Sep 10 21:34:09.890955 2021] [:error] [pid 22905] [client 192.168.1.2:55414] PHP Warning:  session_start(): open(/var/www/session/sess_f8nmcqn6ttnp7lfsmvoue0blu6, O_RDWR) failed: Permission denied (13) in /var/www/pyramids.local/html/administrator/index.php on line 2, referer: http://pyramids.local/administrator/
[Sat Sep 25 13:34:42.668152 2021] [:error] [pid 8771] [client 192.168.1.115:61542] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/login.php?e=1
[Sun Sep 26 14:51:22.749538 2021] [:error] [pid 18124] [client 192.168.1.115:63566] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2
[Sun Sep 26 14:51:22.820601 2021] [:error] [pid 18124] [client 192.168.1.115:63566] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2
[Sun Sep 26 14:51:28.122280 2021] [:error] [pid 18124] [client 192.168.1.115:63566] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/login.php?e=1
[Sun Sep 26 14:51:28.169146 2021] [:error] [pid 18124] [client 192.168.1.115:63566] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/login.php?e=1
[Sun Sep 26 18:55:07.895361 2021] [:error] [pid 18125] [client 192.168.1.118:53631] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2
[Sun Sep 26 18:55:07.992467 2021] [:error] [pid 18125] [client 192.168.1.118:53631] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2
[Sun Sep 26 18:55:21.077567 2021] [:error] [pid 18861] [client 192.168.1.118:60653] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/
[Sun Sep 26 18:55:21.147349 2021] [:error] [pid 18861] [client 192.168.1.118:60653] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/
[Sun Sep 26 18:55:26.094444 2021] [:error] [pid 18861] [client 192.168.1.118:60653] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php
[Sun Sep 26 18:55:26.174637 2021] [:error] [pid 18861] [client 192.168.1.118:60653] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php
[Sun Sep 26 18:55:42.531703 2021] [:error] [pid 18123] [client 192.168.1.118:54266] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php?action=choose_client
[Sun Sep 26 18:55:42.632590 2021] [:error] [pid 18123] [client 192.168.1.118:54266] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php?action=choose_client
[Sun Sep 26 18:57:44.893581 2021] [:error] [pid 18125] [client 192.168.1.118:55157] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php?action=addorder&acctno=125&ser=2
[Sun Sep 26 18:57:52.832080 2021] [:error] [pid 18861] [client 192.168.1.118:64724] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php?action=addorder&acctno=125&ser=2
[Sun Sep 26 18:57:53.083658 2021] [:error] [pid 18861] [client 192.168.1.118:64724] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:58:23.377679 2021] [:error] [pid 19118] [client 192.168.1.118:63432] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:59:31.254711 2021] [:error] [pid 18123] [client 192.168.1.118:65031] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:59:31.367091 2021] [:error] [pid 18123] [client 192.168.1.118:65031] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:59:31.564057 2021] [:error] [pid 18122] [client 192.168.1.118:61044] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:59:50.084595 2021] [:error] [pid 18124] [client 192.168.1.118:62737] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:59:50.209959 2021] [:error] [pid 18124] [client 192.168.1.118:62737] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:59:50.420901 2021] [:error] [pid 18124] [client 192.168.1.118:62737] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:59:54.570526 2021] [:error] [pid 18124] [client 192.168.1.118:62737] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:59:54.905050 2021] [:error] [pid 18124] [client 192.168.1.118:62737] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:59:58.110887 2021] [:error] [pid 18124] [client 192.168.1.118:62737] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 18:59:58.338409 2021] [:error] [pid 18124] [client 192.168.1.118:62737] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 19:00:08.227616 2021] [:error] [pid 19117] [client 192.168.1.118:60330] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 19:00:08.391077 2021] [:error] [pid 19117] [client 192.168.1.118:60330] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/inventory.php
[Sun Sep 26 19:00:29.228929 2021] [:error] [pid 18126] [client 192.168.1.118:49752] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/inventory.php
[Sun Sep 26 19:00:29.328148 2021] [:error] [pid 18126] [client 192.168.1.118:49752] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/inventory.php
[Sun Sep 26 19:00:29.378503 2021] [:error] [pid 18126] [client 192.168.1.118:49752] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/inventory.php
[Sun Sep 26 19:00:32.250743 2021] [:error] [pid 18126] [client 192.168.1.118:49752] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php?action=choose_client
[Sun Sep 26 19:00:32.420729 2021] [:error] [pid 18126] [client 192.168.1.118:49752] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/inventory.php
[Sun Sep 26 19:00:33.563534 2021] [:error] [pid 18126] [client 192.168.1.118:49752] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/inventory.php
[Sun Sep 26 19:00:33.782274 2021] [:error] [pid 18126] [client 192.168.1.118:49752] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 19:00:35.270237 2021] [:error] [pid 18126] [client 192.168.1.118:49752] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 19:00:35.497969 2021] [:error] [pid 18126] [client 192.168.1.118:49752] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 19:00:51.454186 2021] [:error] [pid 18125] [client 192.168.1.118:65285] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 19:00:51.727773 2021] [:error] [pid 18125] [client 192.168.1.118:65285] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=edit_orders&id=9
[Sun Sep 26 19:01:06.910202 2021] [:error] [pid 18861] [client 192.168.1.118:53477] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=edit_orders&id=9
[Sun Sep 26 19:01:07.108680 2021] [:error] [pid 19118] [client 192.168.1.118:55395] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=edit_orders&id=9
[Sun Sep 26 19:01:07.291568 2021] [:error] [pid 19118] [client 192.168.1.118:55395] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=edit_orders&id=9
[Sun Sep 26 19:01:07.538659 2021] [:error] [pid 19118] [client 192.168.1.118:55395] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=edit_orders&id=9
[Sun Sep 26 19:01:17.431358 2021] [:error] [pid 18123] [client 192.168.1.118:53033] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=edit_orders&id=9
[Sun Sep 26 19:01:17.606366 2021] [:error] [pid 18123] [client 192.168.1.118:53033] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=edit_orders&id=9
[Sun Sep 26 19:01:17.844489 2021] [:error] [pid 18123] [client 192.168.1.118:53033] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=edit_orders&id=9
[Sun Sep 26 19:01:43.145925 2021] [:error] [pid 18122] [client 192.168.1.118:65335] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=edit_orders&id=9
[Sun Sep 26 19:01:43.382647 2021] [:error] [pid 18122] [client 192.168.1.118:65335] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 19:01:45.331454 2021] [:error] [pid 18122] [client 192.168.1.118:65335] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 19:01:45.519487 2021] [:error] [pid 18122] [client 192.168.1.118:65335] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=mangesearch
[Sun Sep 26 19:02:04.146755 2021] [:error] [pid 18124] [client 192.168.1.118:55986] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=mangesearch
[Sun Sep 26 19:02:04.225427 2021] [:error] [pid 18124] [client 192.168.1.118:55986] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=mangesearch
[Sun Sep 26 19:02:04.297083 2021] [:error] [pid 18124] [client 192.168.1.118:55986] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=mangesearch
[Sun Sep 26 19:02:25.225825 2021] [:error] [pid 19117] [client 192.168.1.118:55992] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=mangesearch
[Sun Sep 26 19:02:25.303712 2021] [:error] [pid 18126] [client 192.168.1.118:64923] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=mangesearch
[Sun Sep 26 19:02:25.376430 2021] [:error] [pid 18125] [client 192.168.1.118:58484] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=mangesearch
[Sun Sep 26 19:02:25.458593 2021] [:error] [pid 19117] [client 192.168.1.118:55992] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=mangesearch
[Sun Sep 26 19:02:31.402890 2021] [:error] [pid 18861] [client 192.168.1.118:64580] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=searchDeliveries
[Sun Sep 26 19:02:34.972274 2021] [:error] [pid 18861] [client 192.168.1.118:64580] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=searchDeliveries
[Sun Sep 26 19:02:35.176354 2021] [:error] [pid 18861] [client 192.168.1.118:64580] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=today
[Sun Sep 26 19:02:35.259632 2021] [:error] [pid 18861] [client 192.168.1.118:64580] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=today
[Sun Sep 26 19:02:35.442800 2021] [:error] [pid 18861] [client 192.168.1.118:64580] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=today
[Sun Sep 26 19:02:47.693120 2021] [:error] [pid 19118] [client 192.168.1.118:59111] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=today
[Sun Sep 26 19:02:58.345547 2021] [:error] [pid 18123] [client 192.168.1.118:56418] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=today
[Sun Sep 26 19:02:58.576545 2021] [:error] [pid 18123] [client 192.168.1.118:56418] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=today
[Sun Sep 26 19:02:59.387793 2021] [:error] [pid 18123] [client 192.168.1.118:56418] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=today
[Sun Sep 26 19:02:59.608366 2021] [:error] [pid 18123] [client 192.168.1.118:56418] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=today
[Sun Sep 26 19:03:00.803881 2021] [:error] [pid 18123] [client 192.168.1.118:56418] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=today
[Sun Sep 26 19:03:00.973039 2021] [:error] [pid 18123] [client 192.168.1.118:56418] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/pricing.php
[Sun Sep 26 19:03:19.349056 2021] [:error] [pid 18122] [client 192.168.1.118:61134] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/pricing.php
[Sun Sep 26 19:03:23.353657 2021] [:error] [pid 18122] [client 192.168.1.118:61134] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/admin_index.php?action=mconsole
[Sun Sep 26 19:03:50.003385 2021] [:error] [pid 18124] [client 192.168.1.118:64739] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/log.php
[Sun Sep 26 19:03:51.008325 2021] [:error] [pid 18124] [client 192.168.1.118:64739] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/log.php
[Sun Sep 26 19:03:51.599924 2021] [:error] [pid 18124] [client 192.168.1.118:64739] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/log.php
[Sun Sep 26 19:03:52.160620 2021] [:error] [pid 18124] [client 192.168.1.118:64739] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/log.php
[Sun Sep 26 19:03:55.353694 2021] [:error] [pid 18124] [client 192.168.1.118:64739] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/log.php
[Sun Sep 26 19:03:55.520466 2021] [:error] [pid 18124] [client 192.168.1.118:64739] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/admin_index.php
[Sun Sep 26 19:04:01.984717 2021] [:error] [pid 18126] [client 192.168.1.118:56046] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/admin_index.php
[Sun Sep 26 19:04:04.327476 2021] [:error] [pid 18126] [client 192.168.1.118:56046] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/report.php?action=operation
[Sun Sep 26 19:05:45.635630 2021] [:error] [pid 18861] [client 192.168.1.118:62567] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/report.php?action=operation
[Sun Sep 26 19:06:13.248597 2021] [:error] [pid 19118] [client 192.168.1.118:53261] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/report.php?action=operation
[Sun Sep 26 19:06:15.332614 2021] [:error] [pid 19118] [client 192.168.1.118:53261] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=deficiencies
[Sun Sep 26 19:06:23.568340 2021] [:error] [pid 18123] [client 192.168.1.118:53416] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=deficiencies
[Sun Sep 26 19:06:25.501774 2021] [:error] [pid 18123] [client 192.168.1.118:53416] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/report.php?action=accounts_accounting
[Sun Sep 26 19:06:44.560044 2021] [:error] [pid 18122] [client 192.168.1.118:52517] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/report.php?action=accounts_accounting
[Sun Sep 26 19:07:02.653911 2021] [:error] [pid 18124] [client 192.168.1.118:53970] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=deficiencies
[Sun Sep 26 19:07:02.736683 2021] [:error] [pid 18124] [client 192.168.1.118:53970] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/search.php?action=deficiencies
[Sun Sep 26 19:07:14.608456 2021] [:error] [pid 18126] [client 192.168.1.118:55536] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Sun Sep 26 19:07:14.694215 2021] [:error] [pid 18126] [client 192.168.1.118:55536] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/montior.php?action=all
[Tue Sep 28 04:33:13.735973 2021] [:error] [pid 19118] [client 192.168.1.111:55581] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2
[Tue Sep 28 04:33:13.845941 2021] [:error] [pid 19118] [client 192.168.1.111:55581] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2
[Tue Sep 28 04:33:58.697954 2021] [:error] [pid 19117] [client 192.168.1.111:50277] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/
[Tue Sep 28 04:33:58.792807 2021] [:error] [pid 19117] [client 192.168.1.111:50277] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/
[Tue Sep 28 04:34:08.929514 2021] [:error] [pid 18123] [client 192.168.1.111:64560] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php
[Tue Sep 28 04:34:09.577893 2021] [:error] [pid 18123] [client 192.168.1.111:64560] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/users.php
[Tue Sep 28 04:34:11.420193 2021] [:error] [pid 18123] [client 192.168.1.111:64560] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/users.php
[Tue Sep 28 04:34:51.877959 2021] [:error] [pid 18125] [client 192.168.1.111:60374] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/users.php
[Tue Sep 28 04:34:53.209938 2021] [:error] [pid 18125] [client 192.168.1.111:60374] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/users.php
[Tue Sep 28 04:34:53.688097 2021] [:error] [pid 18125] [client 192.168.1.111:60374] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/users.php
[Tue Sep 28 04:35:07.230516 2021] [:error] [pid 18124] [client 192.168.1.111:64492] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/users.php
[Tue Sep 28 04:35:07.327651 2021] [:error] [pid 18124] [client 192.168.1.111:64492] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/users.php
[Tue Sep 28 04:35:12.975546 2021] [:error] [pid 21370] [client 192.168.1.111:51993] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/
[Tue Sep 28 04:35:13.072154 2021] [:error] [pid 21370] [client 192.168.1.111:51993] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/
[Tue Sep 28 04:35:34.786597 2021] [:error] [pid 19117] [client 192.168.1.111:54597] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php
[Tue Sep 28 04:35:34.883140 2021] [:error] [pid 19117] [client 192.168.1.111:54597] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php
[Tue Sep 28 04:35:51.242228 2021] [:error] [pid 18126] [client 192.168.1.111:51928] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/
[Tue Sep 28 04:35:51.299945 2021] [:error] [pid 18126] [client 192.168.1.111:51928] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/
[Tue Sep 28 04:36:11.567474 2021] [:error] [pid 19118] [client 192.168.1.111:54768] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/index.php
[Tue Sep 28 04:36:12.078262 2021] [:error] [pid 19118] [client 192.168.1.111:54768] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/accounts.php
[Tue Sep 28 04:36:14.925096 2021] [:error] [pid 19118] [client 192.168.1.111:54768] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/accounts.php
[Tue Sep 28 04:36:27.816911 2021] [:error] [pid 18861] [client 192.168.1.111:51832] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/accounts.php
[Tue Sep 28 04:36:27.979789 2021] [:error] [pid 18861] [client 192.168.1.111:51832] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/accounts.php
[Tue Sep 28 04:36:43.426990 2021] [:error] [pid 21368] [client 192.168.1.111:62587] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/accounts.php
[Tue Sep 28 04:36:45.715210 2021] [:error] [pid 21368] [client 192.168.1.111:62587] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/accounts.php
[Tue Sep 28 04:37:08.730789 2021] [:error] [pid 21367] [client 192.168.1.111:63515] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/accounts.php
[Tue Sep 28 04:37:09.225284 2021] [:error] [pid 21367] [client 192.168.1.111:63515] PHP Notice:  A session had already been started - ignoring session_start() in /var/www/pyramids.local/html/setting.php on line 2, referer: http://pyramids.local/administrator/pricing.php
